//编号		ICON	模型1	模型2	模型3	模型4	模型5	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
0381	小猫衣服	e0188	10110002	0	0	0	0003170002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	7050	4	20	5,13,14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	140,170	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	8,18	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,6	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0382	长耳兔衣服	e0189	10110002	0	0	0	0003180002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	40050	4	50	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	280,300	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	0,0	0,0	19,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,14	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0383	小山羊衣服	e0190	10110002	0	0	0	0003190002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	2050	4	10	5,13,14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,120	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	4,14	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,4	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0384	小鹿衣服	e0191	10110002	0	0	0	0003200002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	11190	4	26	5,13,14	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0,5	0,5	0,5	0,5	0,0	0,0	0,0	0,0	0,0	16,16	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,8	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0385	海獭衣服	e0192	10110002	0	0	0	0003210002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	40050	4	50	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	280,300	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	0,0	0,0	19,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,14	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0386	浣熊衣服	e0193	10110002	0	0	0	0003220002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	7050	4	20	4,16	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	140,170	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	8,18	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,10	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0387	比特的呼唤	r0015	10130005	0	0	0	0	0	00	26	0	0	0	0	0	1	1	1	1	1	1	355567	-1	60	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,10	0,0	0,0	3,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0388	快乐兔衣服	e0199	10110002	0	0	0	0003280002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	32425	4	45	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	260,280	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	17,29	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,13	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0389	猫头鹰衣服	e0196	10110002	0	0	0	0003250002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	15050	4	30	5,13,14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	190,210	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	0,0	0,0	12,23	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,9	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0390	袋鼠衣服	e0197	10110002	0	0	0	0003260002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	26050	4	40	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	230,260	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	16,28	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,12	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0391	高级兔衣服	e0189	10110002	0	0	0	0003290002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	47925	4	55	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	300,320	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	0,0	0,0	20,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,16	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0392	宝贝兔衣服	e0199	10110002	0	0	0	0003280002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	26050	4	40	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	230,260	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	16,26	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,12	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0393	祝福兔衣服	e0189	10110002	0	0	0	0003320002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	57050	4	60	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	320,340	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	0,0	0,0	22,34	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,18	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0394	天赐衣服	e0178	10110002	0	0	0002840002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	57050	3	60	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	320,340	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	0,0	0,0	22,43	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	16,18	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0395	夜行装甲	e0729	10110002	0000480002	0	0002631002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	3,1	70	9	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	7,15	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	36,43	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,32	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0396	隐秘之甲	e0758	10110002	0000490002	0	0002641002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	3,1	75	9	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,18	7,16	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	45,65	0,0	0,0	0,0	0,0	2,2	0,0	0,0	0,0	0,0	0,0	30,34	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0397	力士铠甲	e0716	10110002	0	0001310002	0	0	0	00	27	10	0	0	0	0	1	1	1	1	1	1	50600	2	70	8	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	41,48	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	29,33	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0398	灵神铠甲	e0752	10110002	0	0001320002	0	0	0	00	27	10	0	0	0	0	1	1	1	1	1	1	57850	2	75	8	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,18	0,18	0,18	0,18	10,28	0,0	0,0	0,0	0,0	0,0	43,50	295,495	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	32,36	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0399	后羿之衣	e0705	10110002	0000500002	0	0002870002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	1,3	70	12	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	25,34	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0400	射日外套	e0755	10110002	0000510002	0	0002880002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	1,3	75	12	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,18	5,23	0,18	0,18	0,18	0,0	0,0	0,0	0,0	0,0	35,55	120,120	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,22	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0401	方士衣服	e0702	10110002	0	0	0002910002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	3	70	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	27,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0402	神士衣服	e0757	10110002	0	0	0002920002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	3	75	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,18	0,18	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	25,30	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0403	快乐熊猫衣服	e0756	10110002	0	0	0	0003350002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	40050	4	70	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	0,0	0,0	27,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0404	神奇熊猫衣服	e0197	10110002	0	0	0	0003360002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	26050	4	75	14	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,12	0,12	0,12	5,23	0,12	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	25,30	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0405	仙子衣服	e0726	10110002	0	0	0002930002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	3	70	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	27,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0406	飞天衣服	e0751	10110002	0	0	0002940002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	3	75	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,18	0,18	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	25,30	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0407	金鱼衣服	e0709	10110002	0	0	0	0003370002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	4	70	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	27,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,20	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0408	鱼仙子衣服	e0759	10110002	0	0	0	0003380002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	4	75	13	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,18	0,18	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	25,30	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0409	海啸衣服	e0723	10110002	0000520002	0	0002950002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	1,3	70	16	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	28,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,38	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0410	小熊衣服	e0217	10110002	0	0	0	0003310002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	0	4	0	6	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	19,19	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0411	怒涛衣服	e0753	10110002	0000530002	0	0002960002	0	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	1,3	75	16	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,18	0,18	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	32,37	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0412	神龙衣服	e0720	10110002	0	0	0	0003390002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	77050	4	70	16	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	340,360	0,0	0,0	0,17	0,17	0,17	0,17	0,17	0,0	0,0	0,0	0,0	0,0	28,36	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	28,36	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0413	瑞兽衣服	e0754	10110002	0	0	0	0003400002	0	00	22	10	0	0	0	1	1	1	1	1	1	1	87925	4	75	16	0	0	2	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	360,380	0,0	0,0	0,18	0,18	0,18	5,23	0,18	0,0	0,0	0,0	0,0	0,0	35,55	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	32,37	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0414	艾维尔之吻	r0015	10130005	0	0	0	0	0	00	26	0	0	0	0	0	1	1	1	1	1	1	355567	-1	60	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	10,10	0,0	3,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0415	雷欧的愤怒	r0015	10130005	0	0	0	0	0	00	26	0	0	0	0	0	1	1	1	1	1	1	355567	-1	60	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,3	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0416	小山车的歉意	r0015	10130005	0	0	0	0	0	00	26	0	0	0	0	0	1	1	1	1	1	1	355567	-1	60	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	10,10	3,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0417	圣女的奉献	r0015	10130005	0	0	0	0	0	00	26	0	0	0	0	0	1	1	1	1	1	1	355567	-1	60	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	3,3	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0418	太阳石坠子	l0004	10130005	0	0	0	0	0	00	25	0	0	0	0	0	1	1	1	1	1	1	30432	-1	20	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	30,30	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0419	白金项链	l0004	10130005	0	0	0	0	0	00	25	0	0	0	0	0	1	1	1	1	1	1	30432	-1	20	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0420	黑耀石的闪光	l0004	10130005	0	0	0	0	0	00	25	0	0	0	0	0	1	1	1	1	1	1	104988	-1	30	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	40,40	0,0	0,0	0,0	0,0	0,0	0,0	0,0	40,40	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0421	风之信使	l0004	10130005	0	0	0	0	0	00	25	0	0	0	0	0	1	1	1	1	1	1	104988	-1	30	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	30,30	0,0	0,0	0,0	0,0	0,0	0,0	40,40	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0422	命之精灵蛋	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MINGZJLD	0	0	0	0	0	0	命之精灵蛋,双击可以得到命之精灵	
0423	罚之精灵蛋	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FAZJLD	0	0	0	0	0	0	罚之精灵蛋,双击可以得到罚之精灵	
0424	谦之精灵蛋	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_QIANZJLD	0	0	0	0	0	0	谦之精灵蛋,双击可以得到谦之精灵	
0425	恒之精灵蛋	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_HENGZJLD	0	0	0	0	0	0	恒之精灵蛋,双击可以得到恒之精灵	
0426	誉之精灵蛋	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_YUZJLD	0	0	0	0	0	0	誉之精灵蛋,双击可以得到誉之精灵	
