//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0342	手雷Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei2_Begin	Skill_Shoulei2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2719	怪物技能	0	0																																		
0343	闪光弹Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD2	Skill_ShanGD2_Begin	Skill_ShanGD2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2720	怪物技能	0	0																																		
0344	辐射Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe2	Skill_FuShe2_Begin	Skill_FuShe2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2721	等级1时每秒造成12的伤害，持续17秒，每升一级伤害提升2点，持续时间延长2秒	固定消耗20SP	0																																		
0345	幽灵探测器Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL2	0	0	0	SkillArea_Square_YouL2	Skill_YouL2_Begin	Skill_YouL2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2722	等级1时持续时间为35秒，每升一级多增加15秒	等级1时消耗13，每升一级多消耗3SP	0																																		
0346	船只加速器Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi2_Begin	Skill_JiaSuQi2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2723	怪物技能	0	0																																		
0347	船只喷射器器Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi2_Begin	Skill_PengSheQi2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2724	怪物技能	0	0																																		
0348	船只破甲弹Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan2_Begin	Skill_PoJiaDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2725	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0349	船只破刃弹Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan2_Begin	Skill_PoRenDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2726	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0350	船只燃烧弹Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan2_Begin	Skill_RanShaoDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2727	怪物技能	0	0																																		
0351	手雷Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei3_Begin	Skill_Shoulei3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2743	怪物技能	0	0																																		
0352	闪光弹Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD3	Skill_ShanGD3_Begin	Skill_ShanGD3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2744	怪物技能	0	0																																		
0353	辐射Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe3	Skill_FuShe3_Begin	Skill_FuShe3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2745	等级1时每秒造成12的伤害，持续17秒，每升一级伤害提升2点，持续时间延长2秒	固定消耗20SP	0																																		
0354	幽灵探测器Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL3	0	0	0	SkillArea_Square_YouL3	Skill_YouL3_Begin	Skill_YouL3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2746	等级1时持续时间为35秒，每升一级多增加15秒	等级1时消耗13，每升一级多消耗3SP	0																																		
0355	船只加速器Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi3_Begin	Skill_JiaSuQi3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2747	怪物技能	0	0																																		
0356	船只喷射器器Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi3_Begin	Skill_PengSheQi3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2748	怪物技能	0	0																																		
0357	船只破甲弹Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan3_Begin	Skill_PoJiaDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2749	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0358	船只破刃弹Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan3_Begin	Skill_PoRenDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2750	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0359	船只燃烧弹Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan3_Begin	Skill_RanShaoDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2751	怪物技能	0	0																																		
0360	手雷Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei4_Begin	Skill_Shoulei4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2767	怪物技能	0	0																																		
0361	闪光弹Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD4	Skill_ShanGD4_Begin	Skill_ShanGD4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2768	怪物技能	0	0																																		
0362	辐射Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe4	Skill_FuShe4_Begin	Skill_FuShe4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2769	等级1时每秒造成12的伤害，持续17秒，每升一级伤害提升2点，持续时间延长2秒	固定消耗20SP	0																																		
0363	幽灵探测器Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL4	0	0	0	SkillArea_Square_YouL4	Skill_YouL4_Begin	Skill_YouL4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2770	等级1时持续时间为35秒，每升一级多增加15秒	等级1时消耗13，每升一级多消耗3SP	0																																		
0364	船只加速器Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi4_Begin	Skill_JiaSuQi4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2771	怪物技能	0	0																																		
0365	船只喷射器器Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi4_Begin	Skill_PengSheQi4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2772	怪物技能	0	0																																		
0366	船只破甲弹Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan4_Begin	Skill_PoJiaDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2773	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0367	船只破刃弹Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan4_Begin	Skill_PoRenDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2774	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0368	船只燃烧弹Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan4_Begin	Skill_RanShaoDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2775	怪物技能	0	0																																		
0369	手雷Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei5_Begin	Skill_Shoulei5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2791	怪物技能	0	0																																		
0370	闪光弹Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD5	Skill_ShanGD5_Begin	Skill_ShanGD5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2792	怪物技能	0	0																																		
0371	Radiation Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe5	Skill_FuShe5_Begin	Skill_FuShe5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2793	等级1时每秒造成12的伤害，持续17秒，每升一级伤害提升2点，持续时间延长2秒	固定消耗20SP	0																																		
0372	幽灵探测器Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL5	0	0	0	SkillArea_Square_YouL5	Skill_YouL5_Begin	Skill_YouL5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2794	等级1时持续时间为35秒，每升一级多增加15秒	等级1时消耗13，每升一级多消耗3SP	0																																		
0373	船只加速器Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi5_Begin	Skill_JiaSuQi5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2795	怪物技能	0	0																																		
0374	船只喷射器器Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi5_Begin	Skill_PengSheQi5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2796	怪物技能	0	0																																		
0375	船只破甲弹Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan5_Begin	Skill_PoJiaDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2797	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0376	船只破刃弹Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan5_Begin	Skill_PoRenDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2798	每升一级减少敌人4点防御，持续15秒	固定消耗25sp	0																																		
0377	船只燃烧弹Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan5_Begin	Skill_RanShaoDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2799	怪物技能	0	0																																		
0378	小雪球	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Xiaoxueqiu_Begin	Skill_Xiaoxueqiu_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	7,8,9	-1	42	-1	0	0	-1	0,0	0,0	0	2	-1	1067	1300	140	2	928	-2	0	0	0	0	0	1135	无伤害，眩晕1秒	0	0																																		
0379	腐蚀之球LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu1_Begin	Skill_FuShiZhiQiu1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	1146	1级减少15%物抗和15%防御，每升一级多增加5%	0	0																																		
0380	噪音制造器LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao1	0	0	0	SkillArea_Square_ZaoYinZhiZao1	Skill_ZaoYinZhiZao1_Begin	Skill_ZaoYinZhiZao1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	1147	制造产出技能	0	0																																		
0381	地震发生器LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng1	0	0	0	SkillArea_Circle_DiZhenFaSheng1	Skill_DiZhenFaSheng1_Begin	Skill_DiZhenFaSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	1148	制造产出技能	0	0																																		
0382	链弹LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan1_Begin	Skill_LianDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2677	制造产出技能	0	0																																		
0383	幻影发生器LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng1_Begin	Skill_HuanYinFaSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2673	制造产出技能	0	0																																		
0384	船只潜行LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing1_Begin	Skill_ChuanZhiQianXing1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2675	制造产出技能	0	0																																		
0385	雷达LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa1	0	0	0	SkillArea_Square_LeiDa1	Skill_LeiDa1_Begin	Skill_LeiDa1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2676	制造产出技能	0	0																																		
0386	船体修复LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu1_Begin	Skill_ChuanTiXiuFu1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1150	制造产出技能	0	0																																		
0387	食物再生LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng1_Begin	Skill_ShiWuZaiSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1151	制造产出技能	0	0																																		
0388	腐蚀弹LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan1_Begin	Skill_FuShiDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	1152	制造产出技能	0	0																																		
0389	影像再生仪LV1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen1_Begin	Skill_YinXiangZaiShen1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2674	制造产出技能	0	0																																		
0390	绵羊自爆LV1	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb1	SkillSp_Myzb1	0	0	SkillArea_Circle_Myzb1	Skill_Myzb1_Begin	Skill_Myzb1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb1	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2372	制造产出技能	0	0																																		
0391	船只水雷LV1	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	SkillArea_State_Czsl1	0	0	0	SkillArea_Circle_Czsl1	Skill_Czsl1_Begin	Skill_Czsl1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl1	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2678	制造产出技能	0	0																																		
0392	腐蚀之球LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu2_Begin	Skill_FuShiZhiQiu2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2730	1级减少15%物抗和15%防御，每升一级多增加5%	0	0																																		
0393	噪音制造器LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao2	0	0	0	SkillArea_Square_ZaoYinZhiZao2	Skill_ZaoYinZhiZao2_Begin	Skill_ZaoYinZhiZao2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2731	制造产出技能	0	0																																		
0394	地震发生器LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng2	0	0	0	SkillArea_Circle_DiZhenFaSheng2	Skill_DiZhenFaSheng2_Begin	Skill_DiZhenFaSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2732	制造产出技能	0	0																																		
0395	链弹LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan2_Begin	Skill_LianDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2741	制造产出技能	0	0																																		
0396	幻影发生器LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng2_Begin	Skill_HuanYinFaSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2737	制造产出技能	0	0																																		
0397	船只潜行LV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing2_Begin	Skill_ChuanZhiQianXing2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2739	制造产出技能	0	0																																		
